Default Monster Data					Stats								Movement and Combat					Attack 1			Attack 2			    Spell Attack		    Spell Attack 2		Resistances										Misc
#	Name	Picture	LVL	 HP 	AC	 EXP 	Treasure	Blood	Fly	Move	AI Type	Hst	Spd	Rec	Pref	Bonus	Type	Damage	Miss	Att%	Type	Damage	Miss	Use%	"Spl,Mas,Skil"	Use%	"Spl,Mas,Skil"	Fire	Air	Water	Earth	Mind	Spirit	Body	Light	Dark	Phys	Special
595	Peasant	PeasantF1 A	1	5	0	16	2D6	0	N	Long	Wimp	0	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
596	Peasant	PeasantF1 B	1	5	0	22	3D6	0	N	Long	Wimp	0	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
597	Peasant	Peasantf1 C	1	6	0	30	4D6	0	N	Long	Wimp	0	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
598	Peasant	PeasantF2 A	1	5	0	16	2D6	0	N	Long	Wimp	0	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
599	Peasant	PeasantF2 B	1	5	0	22	3D6	0	N	Long	Wimp	0	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
600	Peasant	PeasantF2 C	1	6	0	30	4D6	0	N	Long	Wimp	0	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601	Cutpurse	PeasantF3 A	4	15	30	53	10%3D6+L1Dagger	0	N	Med	Normal	4	200	100	0	0	Phys	12D13+5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602	Bounty Hunter	PeasantF3 B	5	17	45	74	20%5D6+L1Dagger	0	N	Med	Aggress	4	220	100	0	0	Phys	14D14+5	0	0	0	0	0	5	0	0	0	10	10	10	10	0	10	10	10	10	0	0
603	Assassin	PeasantF3 C	6	19	60	103	50%10D6+L2Dagger	0	N	Med	Aggress	4	240	90	0	Dead	Phys	15D16+2	0	0	0	0	0	6	0	0	0	20	20	20	20	0	20	20	20	20	0	0
604	Cannibal	PeasantF4 A	6	27	50	142	5%2D6+L1Shield	0	N	Med	Suicidal	4	220	90	0	0	Phys	15D16+2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605	Head Hunter	PeasantF4 B	7	30	65	198	10%4D6+L1Shield	0	N	Med	Suicidal	4	250	90	0	Weakx4	Phys	16D17+10	0	0	0	0	0	7	0	0	0	10	10	10	10	0	10	10	10	10	0	0
606	Witch Doctor	PeasantF4 C	10	35	80	277	5%6D6+L1Amulet	0	N	Med	Suicidal	4	280	80	0	Weakx6	Phys	20D20+3	0	0	0	0	0	10	"Deadly Swarm,N,3"	0	0	22	22	22	22	0	22	22	22	22	0	0
607	Peasant	PeasantM1 A	1	5	0	16	3D3	0	N	Long	Wimp	0	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608	Peasant	PeasantM1 B	1	5	0	22	4D4	0	N	Long	Wimp	0	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609	Peasant	PeasantM1 C	1	6	0	30	8D8	0	N	Long	Wimp	0	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610	Apprentice Mage	PeasantM2 A	3	9	7	82	5%2D6+L1Staff	0	N	Med	Normal	4	140	100	0	0	Phys	11D11	0	0	0	0	0	3	"Fire Bolt,N,1"	0	0	0	0	0	0	0	0	0	0	0	0	0
611	Journeyman Mage	PeasantM2 B	3	10	22	114	5%5D6+L1Staff	0	N	Med	Normal	4	140	100	0	0	Phys	11D11	0	0	0	0	0	3	"IceBolt,N,1"	0	0	10	10	10	10	0	10	10	10	10	0	0
612	Mage	PeasantM2 C	5	11	37	159	10%10D6+L1Misc	0	N	Med	Aggress	4	140	100	0	0	Phys	14D14+5	0	0	0	0	0	5	"Lightning Bolt,N,1"	0	0	20	20	20	20	0	20	20	20	20	0	0
613	Follower of Baa	PeasantM3 A	4	15	15	152	2D6	0	N	Med	Normal	4	140	100	0	0	Phys	12D13+5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614	Mystic of Baa	PeasantM3 B	5	17	30	212	5%3D6+L1Staff	0	N	Med	Aggress	4	160	90	0	0	Phys	14D14+5	0	0	0	0	0	5	"Mind Blast,N,1"	0	0	10	10	10	10	0	10	10	10	10	0	0
615	Fanatic of Baa	PeasantM3 C	6	19	45	296	5%4d6+L2Staff	0	N	Med	Suicidal	4	200	70	0	0	Phys	15D16+2	0	0	0	0	0	6	0	0	0	20	20	20	20	0	20	20	20	20	0	0
616	Cannibal	PeasantM4 A	6	27	50	142	5%2D6+L1Spear	0	N	Med	Suicidal	4	220	90	0	0	Phys	15D16+2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617	Head Hunter	PeasantM4 B	7	30	65	198	10%4D6+L1Spear	0	N	Med	Suicidal	4	250	90	0	Poison1x5	Phys	16D17+10	0	0	0	0	0	7	0	0	0	10	10	10	10	0	10	10	10	10	0	0
618	Witch Doctor	PeasantM4 C	10	35	80	277	5%6D6+L2Ring	0	N	Long	Suicidal	4	280	80	0	Poison1x5	Phys	20D20+3	0	0	0	0	0	10	"Fire Bolt,N,3"	0	0	22	22	22	22	0	22	22	22	22	0	0
619	Common Rat	BRat A	3	12	16	160	2%L1Ring	0	N	Free	Normal	4	250	75	0	Disease1x2	Phys	11D11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
620	Large Rat	BRat B	3	13	31	224	2%L1Ring	0	N	Free	Normal	4	250	75	0	Disease1x2	Phys	11D11	0	0	0	0	0	3	0	0	0	10	10	10	10	10	10	10	10	10	0	0
621	Giant Rat	BRat C	5	15	46	313	2%L1Ring	0	N	Free	Aggress	4	250	75	0	Disease2x2	Phys	14D14+5	0	0	0	0	0	5	0	0	0	20	20	20	20	20	20	20	20	20	0	0
622	Patrol Unit	BRobot A	76	658	230	5504	0	0	Y	Med	Aggress	4	200	50	0	0	Phys	55D55+44	Ener	0	0	0	0	76	0	0	0	117	117	117	117	Imm	Imm	117	117	117	0	0
623	Enforcer Unit	BRobot B	98	750	245	7705	0	0	Y	Short	Suicidal	4	200	50	0	0	Phys	62D63+51	Ener	0	0	0	0	98	0	0	0	132	132	132	132	Imm	Imm	132	132	132	0	0
624	Terminator Unit	BRobot C	128	855	260	10787	0	0	Y	Short	Suicidal	4	200	50	0	Errad	Phys	71D72+57	Ener	0	0	0	0	128	"Dispel Magic,E,4"	0	0	147	147	147	147	Imm	Imm	147	147	147	0	0
625	Sea Serpent	SeaSerpent A	30	233	198	1262	0	0	N	Stand	Aggress	4	200	90	0	0	Water	34D35+21	Water	0	0	0	0	30	0	0	0	17	0	Imm	0	17	17	17	17	17	0	0
626	Sea Monster	SeaSerpent B	39	265	213	1766	0	0	N	Stand	Aggress	4	200	90	0	DrainSPx5	Water	39D40+15	Water	0	0	0	0	39	0	0	0	37	10	Imm	10	37	37	37	37	37	0	0
627	Sea Terror	SeaSerpent C	50	302	228	2472	0	0	N	Stand	Aggress	4	200	80	2	Afraidx5	Water	44D45+39	Water	0	0	0	0	50	0	0	0	82	20	Imm	20	47	47	47	47	47	0	0
628	Skeleton	Skeleton A	8	36	84	206	4D6	0	N	Med	Aggress	4	220	100	0	0	Phys	17D19	0	0	0	0	0	8	0	0	0	0	0	0	Imm	Imm	Imm	60	0	60	0	0
629	Skeleton Knight	Skeleton B	10	41	99	288	7D6	0	N	Med	Aggress	4	250	90	0	Afraidx4	Phys	20D20+3	0	0	0	0	0	10	0	0	0	10	10	10	Imm	Imm	Imm	75	10	75	0	0
630	Skeleton Lord	Skeleton C	13	46	114	403	5%10D6+L2Sword	0	N	Short	Suicidal	4	280	80	0	Cursex6	Phys	22D23+19	0	0	0	0	0	13	0	0	0	20	20	20	Imm	Imm	Imm	90	20	90	0	0
631	Sorcerer	Sorcerer A	30	230	178	1250	10%10D10+L2Staff	0	N	Med	Aggress	4	200	90	0	0	Air	34D35+21	Air	0	0	0	0	30	"Lightning Bolt,M,12"	0	0	67	Imm	67	67	30	67	67	67	67	0	0
632	Magician	Sorcerer B	39	262	193	1750	10%20D10+L3Staff	0	N	Med	Aggress	4	220	80	2	0	Air	39D40+15	Air	0	0	0	0	39	"Lightning Bolt,M,22"	0	0	85	Imm	85	85	40	85	85	85	85	0	0
633	Warlock	Sorcerer C	50	299	208	2450	20%40D10+L5Staff	0	N	Short	Aggress	4	240	70	2	Insanex4	Phys	44D45+39	Ener	0	0	0	0	50	"Lightning Bolt,M,32"	0	0	103	Imm	103	103	50	103	103	103	103	0	0
634	Spider	BSpider A	6	29	70	160	0	0	N	Med	Normal	4	300	90	0	Poison1x2	Phys	15D16+2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
635	Giant Spider	BSpider B	7	33	85	224	0	0	N	Med	Aggress	4	280	90	0	Poison2x2	Phys	16D17+10	0	10	Water	16D17+10	Water	7	0	0	0	10	10	10	10	10	10	10	10	10	0	0
636	Huge Spider	BSpider C	10	37	100	313	0	0	N	Short	Aggress	4	260	90	0	Poison2x4	Phys	20D20+3	0	20	Water	20D20+3	Water	10	0	0	0	39	39	39	39	39	39	39	39	39	0	0
637	Thief	BThief A	10	50	155	209	5%3D10+L1	0	N	Med	Normal	4	250	60	0	0	Phys	20D20+3	0	20	Phys	20D60+3	0	10	0	0	0	41	41	41	41	13	41	41	41	41	0	0
638	Burglar	BThief B	13	56	170	292	10%4D10+L1	0	N	Med	Normal	4	260	60	0	0	Phys	22D23+19	0	25	Phys	22D69+19	0	13	0	0	0	57	57	57	57	23	57	57	57	57	0	0
639	Rogue	BThief C	16	65	185	408	20%5D10+L2Cape	0	N	Med	Aggress	4	270	60	0	0	Phys	25D25+21	0	30	Phys	25D75+21	0	16	0	0	0	74	74	74	74	33	74	74	74	74	0	0
640	Titan	BTitan A	85	782	235	5848	40%200D10+L5	0	N	Short	Aggress	4	200	70	0	0	Air	58D59+10	Air	0	0	0	0	85	"Psychic Shock,M,55"	0	0	165	Imm	165	165	Imm	165	165	165	130	0	0
641	Noble Titan	BTitan B	110	891	250	8187	300D10+L5	0	N	Short	Aggress	4	200	70	0	0	Air	66D67+20	Air	0	0	0	0	110	"Psychic Shockt,M,85"	0	0	180	Imm	180	180	Imm	180	180	180	145	0	0
642	Supreme Titan	BTitan C	143	1016	265	11461	400D10+L6	0	N	Short	Aggress	4	200	70	0	Deadx2	Air	75D77	Air	0	0	0	0	143	"Psychic Shock,M,115"	0	"Day of Protection,M,4"	195	Imm	195	195	Imm	195	195	195	160	0	0
643	Wolfman	Werewolf A	24	169	190	871	10%5D20+L3Misc	0	N	Med	Aggress	4	300	90	0	Disease2x4	Phys	31D31+8	0	0	0	0	0	24	0	0	0	95	95	25	95	25	25	25	25	25	0	0
644	Werewolf	Werewolf B	31	192	205	1219	10%10D20+L4MIsc	0	N	Med	Aggress	4	320	80	0	Disease3x4	Phys	35D35+26	0	0	0	0	0	31	0	0	0	110	110	40	110	40	40	40	40	40	0	0
645	Greater Werewolf	Werewolf C	40	219	220	1706	10%20D20+L5Misc	0	N	Short	Suicidal	4	350	70	0	Uncon	Phys	40D40+15	0	0	0	0	0	40	0	0	0	125	125	55	125	55	55	55	55	55	0	0
646	Demon Queen	zDemonQueen	200	1300	310	13000	0	0	N	Med	Suicidal	4	0	70	0	DrainSPx20	Phys	89D90+67	0	0	0	0	0	200	"Incinerate,M,130"	0	0	Imm	210	210	Imm	Imm	Imm	Imm	Imm	Imm	0	0
647	Reactor	zReactor	100	100	250	13000	0	0	N	Short	Suicidal	4	0	60	0	0	Phys	63D64+6	Ener	0	0	0	0	100	0	0	0	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	0
648	Reactor	zReactor	100	100	250	13000	0	0	N	Short	Suicidal	4	0	60	0	0	Phys	63D64+6	Ener	0	0	0	0	100	0	0	0	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	0
649	Cactus	Cactus A	30	180	201	50	0	0	Y	Free	Aggress	4	300	70	0	Asleepx9	Phys	34D35+21	0	0	0	0	0	30	"Deadly Swarm,N,12"	0	0	0	0	0	0	0	0	0	0	0	0	0
650	Cactus	Cactus B	40	205	210	50	0	0	Y	Free	Aggress	4	300	60	0	Afraidx9	Phys	40D40+15	0	0	0	0	0	40	"Deadly Swarm,N,16"	0	0	0	0	0	0	0	0	0	0	0	0	0
651	Cactus	Cactus C	50	234	219	50	0	0	Y	Free	Aggress	4	300	50	0	Insanex9	Phys	44D45+39	0	0	0	0	0	50	"Deadly Swarm,N,20"	0	0	0	0	0	0	0	0	0	0	0	0	"Summon,air,Cactus A"
652	Reactor	zReactor	100	100	212	11000	0	0	N	Short	Suicidal	4	0	60	0	0	Phys	63D64+6	Ener	0	0	0	0	100	0	0	0	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	0
																															
